code,city,city_restaurants_url,restaurant_name,restaurant_url
,,,Munchies Smokehouse and Bar,https://glovoapp/es/fng/store/munchies-smokehouse-and-bar-fuengirola/
,,,Domino's Pizza,https://glovoapp/es/fng/store/dominos-pizza-fng/
,,,Foster's Hollywood,https://glovoapp/es/fng/store/fosters-hollywood-fuengirola/
,,,Bambú Bar Restaurante,https://glovoapp/es/fng/store/bambu-bar-restaurante-fuengirola/
,,,Omar Kebab,https://glovoapp/es/fng/store/omar-kebab-fng/
,,,Limoncello,https://glovoapp/es/fng/store/limoncello-by-booh-fuengirola/
,,,Star Kebab,https://glovoapp/es/fng/store/star-kebab-fuengirola/
,,,Restaurante Chino Mandarín,https://glovoapp/es/fng/store/restaurante-chino-mandarin-fuengirola/
,,,Indian Balti Restaurant,https://glovoapp/es/fng/store/indian-balti-restaurant-fuengirola/
,,,Pizzería La Primavera,https://glovoapp/es/fng/store/pizzeria-la-primavera-fuengirola/
,,,Restaurante Chino Galaxia,https://glovoapp/es/fng/store/restaurante-chino-galaxia/
,,,Mijas Pizza Kebab,https://glovoapp/es/fng/store/mijas-pizza-kebab-fng/
,,,Lotus Steak & Burger House,https://glovoapp/es/fng/store/lotus-steak-and-burger-house-fuengirola/
,,,El Rancho,https://glovoapp/es/fng/store/el-rancho-fuengirola/
,,,Voci del Mare,https://glovoapp/es/bgy/store/voci-del-mare-bgy/
,,,Vineria Bergamasca ,https://glovoapp/es/bgy/store/vineriabergamasca-bgy/
,,,Punto Natura Ristorante,https://glovoapp/es/bgy/store/punto-natura-ristorante-bgy/
,,,Kebab Aladino,https://glovoapp/es/bgy/store/kebab-aladino-bgy/
,,,AFR'EAT CUCINA AFRO ITALIANO,https://glovoapp/es/bgy/store/afreat-cucina-afro-italiano-bgy/
,,,Chicken Top,https://glovoapp/es/bgy/store/chicken-top-bgy/
,,,Pizzantó,https://glovoapp/es/bgy/store/pizzant-24121/
,,,Royal Kebab Pizza,https://glovoapp/es/bgy/store/royal-kebab-pizza-bgy/
,,,Officina del caffè,https://glovoapp/es/bgy/store/officina-del-caffe-bgy/
,,,Pub Birreria Binario 12,https://glovoapp/es/bgy/store/pub-birreria-binario-12/
,,,Pizza dai Gustosi,https://glovoapp/es/bgy/store/pizza-dai-gustosi-bgy/
,,,Ciak Pizza,https://glovoapp/es/bgy/store/ciak-pizza/
,,,Fabbrica del Gusto,https://glovoapp/es/bgy/store/fabbrica-del-gusto-bgy/
,,,Mada Poke&Bar,https://glovoapp/es/bgy/store/bar-mada-ber/
,,,Cucina genuina,https://glovoapp/es/bgy/store/cucinagenuina-bgy/
,,,La Pizza Bio Di Roby,https://glovoapp/es/bgy/store/la-pizza-bio-di-roby-bgy/
,,,Panini e Focacce da Nasti 2,https://glovoapp/es/bgy/store/panini-e-focacce-da-nasti-2-bgy/
,,,Antica Osteria del Vino Buono,https://glovoapp/es/bgy/store/antica-osteria-del-vino-buono-bgy/
